cie_code,cie_name
Q614,DISPLASIA RENAL
Q615,RIÑÓN QUÍSTICO MEDULAR
Q618,OTRAS ENFERMEDADES RENALES QUÍSTICAS
Q619,"ENFERMEDAD QUÍSTICA DEL RIÑÓN, NO ESPECIFICADA"
Q62,DEFECTOS OBSTRUCTIVOS CONGÉNITOS DE LA PELVIS RENAL Y MALFORMACIONES CONGÉNITAS DEL URÉTER
Q620,HIDRONEFROSIS CONGÉNITA
Q621,ATRESIA Y ESTENOSIS DEL URÉTER
Q622,MEGALOURÉTER CONGÉNITO
Q623,OTROS DEFECTOS OBSTRUCTIVOS DE LA PELVIS RENAL Y DEL URÉTER
Q624,AGENESIA DEL URÉTER
Q625,DUPLICACIÓN DEL URÉTER
Q626,MALA POSICIÓN DEL URÉTER
Q627,REFLUJO VÉSICO-URÉTERO-RENAL CONGÉNITO
Q628,OTRAS MALFORMACIONES CONGÉNITAS DEL URÉTER
Q63,OTRAS MALFORMACIONES CONGÉNITAS DEL RIÑÓN
Q630,RIÑÓN SUPERNUMERARIO
Q631,"RIÑÓN LOBULADO, FUSIONADO Y EN HERRADURA"
Q632,RIÑÓN ECTÓPICO
Q633,HIPERPLASIA RENAL Y RIÑÓN GIGANTE
Q638,"OTRAS MALFORMACIONES CONGÉNITAS DEL RIÑÓN, ESPECIFICADAS"
Q639,"MALFORMACIÓN CONGÉNITA DEL RIÑÓN, NO ESPECIFICADA"
Q64,OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA URINARIO
Q640,EPISPADIAS
Q641,EXTROFIA DE LA VEJIGA URINARIA
Q642,VÁLVULAS URETRALES POSTERIORES CONGÉNITAS
Q643,OTRAS ATRESIAS Y ESTENOSIS DE LA URETRA Y DEL CUELLO DE LA VEJIGA
Q644,MALFORMACIÓN DEL URACO
Q645,AUSENCIA CONGÉNITA DE LA VEJIGA Y DE LA URETRA
Q646,DIVERTÍCULO CONGÉNITO DE LA VEJIGA
Q647,OTRAS MALFORMACIONES CONGÉNITAS DE LA VEJIGA Y DE LA URETRA
Q648,"OTRAS MALFORMACIONES CONGÉNITAS DEL APARATO URINARIO, ESPECIFICADAS"
Q649,"MALFORMACIÓN CONGÉNITA DEL APARATO URINARIO, NO ESPECIFICADA"
Q65,DEFORMIDADES CONGÉNITAS DE LA CADERA
Q650,"LUXACIÓN CONGÉNITA DE LA CADERA, UNILATERAL"
Q651,"LUXACIÓN CONGÉNITA DE LA CADERA, BILATERAL"
Q652,"LUXACIÓN CONGÉNITA DE LA CADERA, NO ESPECIFICADA"
Q653,"SUBLUXACIÓN CONGÉNITA DE LA CADERA, UNILATERAL"
Q654,"SUBLUXACIÓN CONGÉNITA DE LA CADERA, BILATERAL"
Q655,"SUBLUXACIÓN CONGÉNITA DE LA CADERA, NO ESPECIFICADA"
Q656,CADERA INESTABLE
Q658,OTRAS DEFORMIDADES CONGÉNITAS DE LA CADERA
Q659,"DEFORMIDAD CONGÉNITA DE LA CADERA, NO ESPECIFICADA"
Q66,DEFORMIDADES CONGÉNITAS DE LOS PIES
Q660,TALIPES EQUINOVARUS
Q661,TALIPES CALCANEOVARUS
Q662,METATARSUS VARUS
Q663,OTRAS DEFORMIDADES VARUS CONGÉNITAS DE LOS PIES
Q664,TALIPES CALCANEOVALGUS
Q665,PIE PLANO CONGÉNITO
Q666,OTRAS DEFORMIDADES VALGUS CONGÉNITAS DE LOS PIES
Q667,PIE CAVUS
Q668,OTRAS DEFORMIDADES CONGÉNITAS DE LOS PIES
Q669,"DEFORMIDAD CONGÉNITA DE LOS PIES, NO ESPECIFICADA"
Q67,"DEFORMIDADES OSTEOMUSCULARES CONGÉNITAS DE LA CABEZA, DE LA CARA, DE LA COLUMNA VERTEBRAL Y DEL TÓRAX"
Q670,ASIMETRÍA FACIAL
Q671,FACIES COMPRIMIDA
Q672,DOLICOCEFALIA
Q673,PLAGIOCEFALIA
Q674,"OTRAS DEFORMIDADES CONGÉNITAS DEL CRÁNEO, DE LA CARA Y DE LA MANDÍBULA"
Q675,DEFORMIDAD CONGÉNITA DE LA COLUMNA VERTEBRAL
Q676,TÓRAX EXCAVADO
Q677,TÓRAX EN QUILLA
Q678,OTRAS DEFORMIDADES CONGÉNITAS DEL TÓRAX
Q68,OTRAS DEFORMIDADES OSTEOMUSCULARES CONGÉNITAS
Q680,DEFORMIDAD CONGÉNITA DEL MÚSCULO ESTERNOCLEIDOMASTOIDEO
Q681,DEFORMIDAD CONGÉNITA DE LA MANO
Q682,DEFORMIDAD CONGÉNITA DE LA RODILLA
Q683,CURVATURA CONGÉNITA DEL FÉMUR
Q684,CURVATURA CONGÉNITA DE LA TIBIA Y DEL PERONÉ
Q685,"CURVATURA CONGÉNITA DE HUESO(S) LARGO(S) DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACIÓN"
Q688,"OTRAS DEFORMIDADES CONGÉNITAS OSTEOMUSCULARES, ESPECIFICADAS"
Q69,POLIDACTILIA
Q690,DEDO(S) SUPERNUMERARIO(S) DE LA MANO
Q691,PULGAR(ES) SUPERNUMERARIO(S)
Q692,DEDO(S) SUPERNUMERARIO(S) DEL PIE
Q699,"POLIDACTILIA, NO ESPECIFICADA"
Q70,SINDACTILIA
Q700,FUSIÓN DE LOS DEDOS DE LA MANO
Q701,MEMBRANA INTERDIGITAL DE LA MANO
Q702,FUSIÓN DE LOS DEDOS DEL PIE
Q703,MEMBRANA INTERDIGITAL DEL PIE
Q704,POLISINDACTILIA
Q709,"SINDACTILIA, NO ESPECIFICADA"
Q71,DEFECTOS POR REDUCCIÓN DEL MIEMBRO SUPERIOR
Q710,AUSENCIA CONGÉNITA COMPLETA DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES)
Q711,AUSENCIA CONGÉNITA DEL BRAZO Y DEL ANTEBRAZO CON PRESENCIA DE LA MANO
Q712,AUSENCIA CONGÉNITA DEL ANTEBRAZO Y DE LA MANO
Q713,AUSENCIA CONGÉNITA DE LA MANO Y EL (LOS) DEDO(S)
Q714,DEFECTO POR REDUCCIÓN LONGITUDINAL DEL RADIO
Q715,DEFECTO POR REDUCCIÓN LONGITUDINAL DEL CÚBITO
Q716,MANO EN PINZA DE LANGOSTA
Q718,OTROS DEFECTOS POR REDUCCIÓN DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES)
Q719,"DEFECTO POR REDUCCIÓN DEL MIEMBRO SUPERIOR, NO ESPECIFICADO"
Q72,DEFECTOS POR REDUCCIÓN DEL MIEMBRO INFERIOR
Q720,AUSENCIA CONGÉNITA COMPLETA DEL (DE LOS) MIEMBRO(S) INFERIOR(ES)
Q721,AUSENCIA CONGÉNITA DEL MUSLO Y DE LA PIERNA CON PRESENCIA DEL PIE
Q722,AUSENCIA CONGÉNITA DE LA PIERNA Y DEL PIE
Q723,AUSENCIA CONGÉNITA DEL PIE Y DEDO(S) DEL PIE
Q724,DEFECTO POR REDUCCIÓN LONGITUDINAL DEL FÉMUR
Q725,DEFECTO POR REDUCCIÓN LONGITUDINAL DE LA TIBIA
Q726,DEFECTO POR REDUCCIÓN LONGITUDINAL DEL PERONÉ
Q727,PIE HENDIDO
Q728,OTROS DEFECTOS POR REDUCCIÓN DEL (DE LOS) MIEMBRO(S) INFERIOR(ES)
Q729,"DEFECTO POR REDUCCIÓN DEL MIEMBRO INFERIOR, NO ESPECIFICADO"
Q73,DEFECTOS POR REDUCCIÓN DE MIEMBRO NO ESPECIFICADO
Q730,AUSENCIA COMPLETA DE MIEMBRO(S) NO ESPECIFICADO(S)
Q731,"FOCOMELIA, MIEMBRO(S) NO ESPECIFICADO(S)"
Q738,OTROS DEFECTOS POR REDUCCIÓN DE MIEMBRO(S) NO ESPECIFICADO(S)
Q74,OTRAS ANOMALÍAS CONGÉNITAS DEL (DE LOS) MIEMBRO(S)
Q740,"OTRAS MALFORMACIONES CONGÉNITAS DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES), INCLUIDA LA CINTURA ESCAPULAR"
Q741,MALFORMACIÓN CONGÉNITA DE LA RODILLA
Q742,"OTRAS MALFORMACIONES CONGÉNITAS DEL (DE LOS) MIEMBRO(S) INFERIOR(ES), INCLUIDA LA CINTURA PELVIANA"
Q743,ARTROGRIPOSIS MÚLTIPLE CONGÉNITA
Q748,OTRAS MALFORMACIONES CONGÉNITAS ESPECIFICADAS DEL (DE LOS) MIEMBRO(S)
Q749,"MALFORMACIÓN CONGÉNITA DE MIEMBRO(S), NO ESPECIFICADA"
Q75,OTRAS MALFORMACIONES CONGÉNITAS DE LOS HUESOS DEL CRÁNEO Y DE LA CARA
Q750,CRANEOSINOSTOSIS
Q751,DISOSTOSIS CRANEOFACIAL
Q752,HIPERTELORISMO
Q753,MACROCEFALIA
Q754,DISOSTOSIS MAXILOFACIAL
Q755,DISOSTOSIS OCULOMAXILAR
Q758,OTRAS MALFORMACIONES CONGÉNITAS ESPECIFICADAS DE LOS HUESOS DEL CRÁNEO Y DE LA CARA
Q759,MALFORMACIÓN CONGÉNITA NO ESPECIFICADA DE LOS HUESOS DEL CRÁNEO Y DE LA CARA
Q76,MALFORMACIONES CONGÉNITAS DE LA COLUMNA VERTEBRAL Y TÓRAX ÓSEO
Q760,ESPINA BÍFIDA OCULTA
Q761,SÍNDROME DE KLIPPEL-FEIL
Q762,ESPONDILOLISTESIS CONGÉNITA
Q763,ESCOLIOSIS CONGÉNITA DEBIDA A MALFORMACIÓN CONGÉNITA ÓSEA
Q764,"OTRA MALFORMACIÓN CONGÉNITA DE LA COLUMNA VERTEBRAL, NO ASOCIADA CON ESCOLIOSIS"
Q765,COSTILLA CERVICAL
Q766,OTRAS MALFORMACIONES CONGÉNITAS DE LAS COSTILLAS
Q767,MALFORMACIÓN CONGÉNITA DEL ESTERNÓN
Q768,OTRAS MALFORMACIONES CONGÉNITAS DEL TÓRAX ÓSEO
Q769,"MALFORMACIÓN CONGÉNITA DEL TÓRAX ÓSEO, NO ESPECIFICADA"
Q77,OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL
Q770,ACONDROGÉNESIS
Q771,ENANISMO TANATOFÓRICO
Q772,SÍNDROME DE COSTILLA CORTA
Q773,CONDRODISPLASIA PUNCTATA
Q774,ACONDROPLASIA
Q775,DISPLASIA DISTRÓFICA
Q776,DISPLASIA CONDROECTODÉRMICA
Q777,DISPLASIA ESPONDILOEPIFISARIA
Q778,OTRAS OSTEOCONDRODISPLASIAS CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL
Q779,"OSTEOCONDRODISPLASIA CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL, SIN OTRA ESPECIFICACIÓN"
Q78,OTRAS OSTEOCONDRODISPLASIAS
Q780,OSTEOGÉNESIS IMPERFECTA
Q781,DISPLASIA POLIOSTÓTICA FIBROSA
Q782,OSTEOPETROSIS
Q783,DISPLASIA DIAFISARIA PROGRESIVA
Q784,ENCONDROMATOSIS
Q785,DISPLASIA METAFISARIA
Q786,EXOSTOSIS CONGÉNITA MÚLTIPLE
Q788,OTRAS OSTEOCONDRODISPLASIAS ESPECIFICADAS
Q789,"OSTEOCONDRODISPLASIA, NO ESPECIFICADA"
Q79,"MALFORMACIONES CONGÉNITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS EN OTRA PARTE"
Q790,HERNIA DIAFRAGMÁTICA CONGÉNITA
Q791,OTRAS MALFORMACIONES CONGÉNITAS DEL DIAFRAGMA
Q792,EXÓNFALOS
Q793,GASTROSQUISIS
Q794,SÍNDROME DEL ABDOMEN EN CIRUELA PASA
Q795,OTRAS MALFORMACIONES CONGÉNITAS DE LA PARED ABDOMINAL
Q796,SÍNDROME DE EHLERS-DANLOS
Q798,OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA OSTEOMUSCULAR
Q799,"MALFORMACIÓN CONGÉNITA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA"
Q80,ICTIOSIS CONGÉNITA
Q800,ICTIOSIS VULGAR
Q801,ICTIOSIS LIGADA AL CROMOSOMA X
Q802,ICTIOSIS LAMELAR
Q803,ERITRODERMIA ICTIOSIFORME VESICULAR CONGÉNITA
Q804,FETO ARLEQUÍN
Q808,OTRAS ICTIOSIS CONGÉNITAS
Q809,"ICTIOSIS CONGÉNITA, NO ESPECIFICADA"
Q81,EPIDERMÓLISIS BULLOSA
Q810,EPIDERMÓLISIS BULLOSA SIMPLE
Q811,EPIDERMÓLISIS BULLOSA LETAL
Q812,EPIDERMÓLISIS BULLOSA DISTRÓFICA
Q818,OTRAS EPIDERMÓLISIS BULLOSAS
Q819,"EPIDERMÓLISIS BULLOSA, NO ESPECIFICADA"
Q82,OTRAS MALFORMACIONES CONGÉNITAS DE LA PIEL
Q820,LINFEDEMA HEREDITARIO
Q821,XERODERMA PIGMENTOSO
Q822,MASTOCITOSIS
Q823,INCONTINENCIA PIGMENTARIA
Q824,DISPLASIA ECTODÉRMICA (ANHIDRÓTICA)
Q825,"NEVO NO NEOPLÁSICO, CONGÉNITO"
Q828,"OTRAS MALFORMACIONES CONGÉNITAS DE LA PIEL, ESPECIFICADAS"
Q829,"MALFORMACIÓN CONGÉNITA DE LA PIEL, NO ESPECIFICADA"
Q83,MALFORMACIONES CONGÉNITAS DE LA MAMA
Q830,AUSENCIA CONGÉNITA DE LA MAMA CON AUSENCIA DEL PEZÓN
Q831,MAMA SUPERNUMERARIA
Q832,AUSENCIA DEL PEZÓN
Q833,PEZÓN SUPERNUMERARIO
Q838,OTRAS MALFORMACIONES CONGÉNITAS DE LA MAMA
Q839,"MALFORMACIÓN CONGÉNITA DE LA MAMA, NO ESPECIFICADA"
Q84,OTRAS MALFORMACIONES CONGÉNITAS DE LAS FANERAS
Q840,ALOPECIA CONGÉNITA
Q841,"ALTERACIONES MORFOLÓGICAS CONGÉNITAS DEL PELO, NO CLASIFICADAS EN OTRA PARTE"
Q842,OTRAS MALFORMACIONES CONGÉNITAS DEL PELO
Q843,ANONIQUIA
Q844,LEUCONIQUIA CONGÉNITA
Q845,AGRANDAMIENTO E HIPERTROFIA DE LAS UÑAS
Q846,OTRAS MALFORMACIONES CONGÉNITAS DE LAS UÑAS
Q848,"OTRAS MALFORMACIONES CONGÉNITAS DE LAS FANERAS, ESPECIFICADAS"
Q849,"MALFORMACIÓN CONGÉNITA DE LAS FANERAS, NO ESPECIFICADA"
Q85,"FACOMATOSIS, NO CLASIFICADA EN OTRA PARTE"
Q850,NEUROFIBROMATOSIS (NO MALIGNA)
Q851,ESCLEROSIS TUBEROSA
Q858,"OTRAS FACOMATOSIS, NO CLASIFICADAS EN OTRA PARTE"
Q859,"FACOMATOSIS, NO ESPECIFICADA"
Q86,"SÍNDROMES DE MALFORMACIONES CONGÉNITAS DEBIDOS A CAUSAS EXÓGENAS CONOCIDAS, NO CLASIFICADOS EN OTRA PARTE"
Q860,SÍNDROME FETAL (DISMÓRFICO) DEBIDO AL ALCOHOL
Q861,SÍNDROME DE HIDANTOÍNA FETAL
Q862,DISMORFISMO DEBIDO A WARFARINA
Q868,OTROS SÍNDROMES DE MALFORMACIONES CONGÉNITAS DEBIDOS A CAUSAS EXÓGENAS CONOCIDAS
Q87,OTROS SÍNDROMES DE MALFORMACIONES CONGÉNITAS ESPECIFICADOS QUE AFECTAN MÚLTIPLES SISTEMAS
Q870,SÍNDROMES DE MALFORMACIONES CONGÉNITAS QUE AFECTAN PRINCIPALMENTE LA APARIENCIA FACIAL
Q871,SÍNDROMES DE MALFORMACIONES CONGÉNITAS ASOCIADAS PRINCIPALMENTE CON ESTATURA BAJA
Q872,SÍNDROMES DE MALFORMACIONES CONGÉNITAS QUE AFECTAN PRINCIPALMENTE LOS MIEMBROS
Q873,SÍNDROMES DE MALFORMACIONES CONGÉNITAS CON EXCESO DE CRECIMIENTO PRECOZ
Q874,SÍNDROME DE MARFAN
Q875,OTROS SÍNDROMES DE MALFORMACIONES CONGÉNITAS CON OTROS CAMBIOS ESQUELÉTICOS
Q878,"OTROS SÍNDROMES DE MALFORMACIONES CONGÉNITAS ESPECIFICADOS, NO CLASIFICADOS EN OTRA PARTE"
Q89,"OTRAS MALFORMACIONES CONGÉNITAS, NO CLASIFICADAS EN OTRA PARTE"
Q890,MALFORMACIONES CONGÉNITAS DEL BAZO
Q891,MALFORMACIONES CONGÉNITAS DE LA GLÁNDULA SUPRARRENAL
Q892,MALFORMACIONES CONGÉNITAS DE OTRAS GLÁNDULAS ENDOCRINAS
Q893,SITUS INVERSUS
Q894,GEMELOS SIAMESES
Q897,"MALFORMACIONES CONGÉNITAS MÚLTIPLES, NO CLASIFICADAS EN OTRA PARTE"
Q898,"OTRAS MALFORMACIONES CONGÉNITAS, ESPECIFICADAS"
Q899,"MALFORMACIÓN CONGÉNITA, NO ESPECIFICADA"
Q90,SÍNDROME DE DOWN
Q900,"TRISOMÍA 21, POR FALTA DE DISYUNCIÓN MEIÓTICA"
Q901,"TRISOMÍA 21, MOSAICO (POR FALTA DE DISYUNCIÓN MITÓTICA)"
Q902,"TRISOMIA 21, POR TRANSLOCACIÓN"
Q909,"SÍNDROME DE DOWN, NO ESPECIFICADO"
Q91,SÍNDROME DE EDWARDS Y SÍNDROME DE PATAU
Q910,"TRISOMIA 18, POR FALTA DE DISYUNCIÓN MEIÓTICA"
Q911,"TRISOMÍA 18, MOSAICO (POR FALTA DE DISYUNCIÓN MITÓTICA)"
Q912,"TRISOMÍA 18, POR TRANSLOCACIÓN"
Q913,"SÍNDROME DE EDWARDS, NO ESPECIFICADO"
Q914,"TRISOMÍA 13, POR FALTA DE DISYUNCIÓN MEIÓTICA"
Q915,"TRISOMÍA 13, MOSAICO (POR FALTA DE DISYUNCIÓN MITÓTICA)"
Q916,"TRISOMÍA 13, POR TRANSLOCACIÓN"
Q917,"SÍNDROME DE PATAU, NO ESPECIFICADO"
Q92,"OTRAS TRISOMÍAS Y TRISOMÍAS PARCIALES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PARTE"
Q920,"TRISOMÍA DE UN CROMOSOMA COMPLETO, POR FALTA DE DISYUNCIÓN MEIÓTICA"
Q921,"TRISOMÍA DE UN CROMOSOMA COMPLETO, MOSAICO (POR FALTA DE DISYUNCIÓN MITÓTICA)"
Q922,TRISOMÍA PARCIAL MAYOR
Q923,TRISOMÍA PARCIAL MENOR
Q924,DUPLICACIONES VISIBLES SOLO EN LA PROMETAFASE
Q925,DUPLICACIONES CON OTROS REORDENAMIENTOS COMPLEJOS
Q926,CROMOSOMAS MARCADORES SUPLEMENTARIOS
Q927,TRIPLOIDÍA Y POLIPLOIDÍA
Q928,"OTRAS TRISOMÍAS Y TRISOMÍAS PARCIALES DE LOS AUTOSOMAS, ESPECIFICADAS"
Q929,"TRISOMÍA Y TRISOMÍA PARCIAL DE LOS AUTOSOMAS, SIN OTRA ESPECIFICACIÓN"
Q93,"MONOSOMÍAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PARTE"
Q930,"MONOSOMÍA COMPLETA DE UN CROMOSOMA, POR FALTA DE DISYUNCIÓN MEIÓTICA"
Q931,"MONOSOMÍA COMPLETA DE UN CROMOSOMA, MOSAICO (POR FALTA DE DISYUNCIÓN MITÓTICA)"
Q932,CROMOSOMA REEMPLAZADO POR ANILLO O DICÉNTRICO
Q933,SUPRESIÓN DEL BRAZO CORTO DEL CROMOSOMA 4
Q934,SUPRESIÓN DEL BRAZO CORTO DEL CROMOSOMA 5
Q935,OTRAS SUPRESIONES DE PARTE DE UN CROMOSOMA
Q936,SUPRESIONES VISIBLES SÓLO EN LA PROMETAFASE
Q937,SUPRESIONES CON OTROS REORDENAMIENTOS COMPLEJOS
Q938,OTRAS SUPRESIONES DE LOS AUTOSOMAS
Q939,"SUPRESIÓN DE LOS AUTOSOMAS, NO ESPECIFICADA"
Q95,"REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICADOS EN OTRA PARTE"
Q950,TRANSLOCACIÓN EQUILIBRADA E INSERCIÓN EN INDIVIDUO NORMAL
Q951,INVERSIÓN CROMOSÓMICA EN INDIVIDUO NORMAL
Q952,REORDENAMIENTO AUTOSÓMICO EQUILIBRADO EN INDIVIDUO ANORMAL
Q953,REORDENAMIENTO AUTOSÓMICO/SEXUAL EQUILIBRADO EN INDIVIDUO ANORMAL
Q954,INDIVIDUOS CON HETEROCROMATINA MARCADORA
Q955,INDIVIDUOS CON SITIO FRÁGIL AUTOSÓMICO
Q958,OTROS REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES
Q959,"REORDENAMIENTO EQUILIBRADO Y MARCADOR ESTRUCTURAL, SIN OTRA ESPECIFICACIÓN"
Q96,SÍNDROME DE TURNER
Q960,"CARIOTIPO 45,X"
Q961,"CARIOTIPO 46,X ISO (XQ)"
Q962,"CARIOTIPO 46,X CON CROMOSOMA SEXUAL ANORMAL EXCEPTO ISO (XQ)"
Q963,"MOSAICO 45, X/46,XX O XY"
Q964,"MOSAICO 45,X/OTRA(S) LÍNEA(S) CELULAR(ES) CON CROMOSOMA SEXUAL ANORMAL"
Q968,OTRAS VARIANTES DEL SÍNDROME DE TURNER
Q969,"SÍNDROME DE TURNER, NO ESPECIFICADO"
Q97,"OTRAS ANOMALÍAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, NO CLASIFICADAS EN OTRA PARTE"
Q970,"CARIOTIPO 47, XXX"
Q971,MUJER CON MÁS DE TRES CROMOSOMAS X
Q972,"MOSAICO, LÍNEAS CON NÚMERO VARIABLE DE CROMOSOMAS X"
Q973,"MUJER CON CARIOTIPO 46, XY"
Q978,"OTRAS ANOMALÍAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, ESPECIFICADAS"
Q979,"ANOMALÍA DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, SIN OTRA ESPECIFICACIÓN"
Q98,"OTRAS ANOMALÍAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO CLASIFICADAS EN OTRA PARTE"
Q980,"SÍNDROME DE KLINEFELTER, CARIOTIPO 47, XXY"
Q981,"SÍNDROME DE KLINEFELTER, HOMBRE CON MÁS DE DOS CROMOSOMAS X"
Q982,"SÍNDROME DE KLINEFELTER, HOMBRE CON CARIOTIPO 46, XX"
Q983,"OTRO HOMBRE CON CARIOTIPO 46, XX"
Q984,"SÍNDROME DE KLINEFELTER, NO ESPECIFICADO"
Q985,"CARIOTIPO 47, XYY"
Q986,HOMBRE CON CROMOSOMA SEXUAL ESTRUCTURALMENTE ANORMAL
Q987,HOMBRE CON MOSAICO DE CROMOSOMAS SEXUALES
Q988,"OTRAS ANOMALÍAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, ESPECIFICADAS"
Q989,"ANOMALÍA DE LOS CROMOSOMAS SEXUALES, FENOTIPO MASCULINO, SIN OTRA ESPECIFICACIÓN"
Q99,"OTRAS ANOMALÍAS CROMOSÓMICAS, NO CLASIFICADAS EN OTRA PARTE"
Q990,"QUIMERA 46, XX/46, XY"
Q991,"HERMAFRODITA VERDADERO 46, XX"
Q992,CROMOSOMA X FRÁGIL
Q998,"OTRAS ANOMALÍAS DE LOS CROMOSOMAS, ESPECIFICADAS"
Q999,"ANOMALÍA CROMOSÓMICA, NO ESPECIFICADA"
R00,ANORMALIDADES DEL LATIDO CARDÍACO
R000,"TAQUICARDIA, NO ESPECIFICADA"
R001,"BRADICARDIA, NO ESPECIFICADA"
R002,PALPITACIONES
R008,OTRAS ANORMALIDADES DEL LATIDO CARDÍACO Y LAS NO ESPECIFICADAS
R01,SOPLOS Y OTROS SONIDOS CARDÍACOS
R010,SOPLOS CARDÍACOS BENIGNOS O INOCENTES
R011,"SOPLO CARDÍACO, NO ESPECIFICADO"
R012,OTROS SONIDOS CARDÍACOS
R02X,"GANGRENA, NO CLASIFICADA EN OTRA PARTE"
R03,"LECTURA DE PRESIÓN SANGUÍNEA ANORMAL, SIN DIAGNÓSTICO"
R030,"LECTURA ELEVADA DE LA PRESIÓN SANGUÍNEA, SIN DIAGNÓSTICO DE HIPERTENSIÓN"
R031,LECTURA DE PRESIÓN BAJA NO ESPECÍFICA
R04,HEMORRAGIA DE LAS VÍAS RESPIRATORIAS
R040,EPISTAXIS
R041,HEMORRAGIA DE LA GARGANTA
R042,HEMOPTISIS
R048,HEMORRAGIA DE OTROS SITIOS DE LAS VÍAS RESPIRATORIAS
R049,"HEMORRAGIA DE LAS VÍAS RESPIRATORIAS, NO ESPECIFICADA"
R05X,TOS
R06,ANORMALIDADES DE LA RESPIRACIÓN
R060,DISNEA
R061,ESTRIDOR
R062,SILBIDO
R063,RESPIRACIÓN PERIÓDICA
R064,HIPERVENTILACIÓN
R065,RESPIRACIÓN CON LA BOCA
R066,HIPO
R067,ESTORNUDO
R068,OTRAS ANORMALIDADES DE LA RESPIRACIÓN Y LAS NO ESPECIFICADAS
R07,DOLOR DE GARGANTA Y EN EL PECHO
R070,DOLOR DE GARGANTA
R071,DOLOR EN EL PECHO AL RESPIRAR
R072,DOLOR PRECORDIAL
R073,OTROS DOLORES EN EL PECHO
R074,"DOLOR EN EL PECHO, NO ESPECIFICADO"
R09,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO
R090,ASFIXIA
R091,PLEURESÍA
R092,PARO RESPIRATORIO
R093,ESPUTO ANORMAL
R098,OTROS SÍNTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO
R10,DOLOR ABDOMINAL Y PÉLVICO
R100,ABDOMEN AGUDO
R101,DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR
R102,DOLOR PÉLVICO Y PERINEAL
R103,DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN
R104,OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS
R11X,NÁUSEA Y VÓMITO
R12X,ACIDEZ
R13X,DISFAGIA
R14X,FLATULENCIA Y AFECCIONES AFINES
R15X,INCONTINENCIA FECAL
R16,"HEPATOMEGALIA Y ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE"
R160,"HEPATOMEGALIA, NO CLASIFICADA EN OTRA PARTE"
R161,"ESPLENOMEGALIA, NO CLASIFICADA EN OTRA PARTE"
R162,"HEPATOMEGALIA CON ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE"
R17,"HIPERBILIRRUBINEMIA, CON O SIN ICTERICIA, NO CLASIFICADA EN OTRA PARTE"
R170,"HIPERBILIRUBINAEMIA CON MENCIÓN DE ICTERICIA, NO CLASIFICADO EN OTRA PARTE"
R179,"HIPERBILIRUBINAEMIA SIN MENCIÓN DE ICTERICIA, NO CLASIFICADO EN OTRA PARTE"
R17X,ICTERICIA NO ESPECIFICADA
R18X,ASCITIS
R19,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R190,"TUMEFACCIÓN, MASA O PROMINENCIA INTRAABDOMINAL Y PÉLVICA"
R191,SONIDOS INTESTINALES ANORMALES
R192,PERISTALSIS VISIBLE
R193,RIGIDEZ ABDOMINAL
R194,CAMBIOS EN LOS HÁBITOS INTESTINALES
R195,OTRAS ANORMALIDADES FECALES
R196,HALITOSIS
